 #, Operadora, Simcard, IMEI, Mensalidade, Credito, Consumo 60 dias, Data Ativacao, IP, ICCID, Saldo, Consumo, Ultima Conexao, Status
35,PORTO,'5519953346558,/ 8648930326911178,3.9,0,20,7/5/2019,10.115.129.211,'89555408400003837611,182.542,1.72,5/8/2019 18:39,Ativo
36,PORTO,'5519953344273,/ 8648930326915178,3.9,0,20,13/5/2019,10.115.185.202,'89555408400003838635,20,0,31/7/2019 21:28,Ativo
37,PORTO,'5519953343696,/ 8648930326920478,3.9,0,20,3/5/2019,10.115.162.178,'89555408400003836340,20,0,27/7/2019 00:48,Ativo
38,PORTO,'5519953343265,/ 8648930326860078,3.9,0,20,9/5/2019,10.115.169.156,'89555408400003837678,1.747.899,2.5,5/8/2019 21:16,Ativo
39,PORTO,'5519953343191,/ 8648930326765278,3.9,0,20,5/5/2019,10.115.237.165,'89555408400003838684,181.139,1.86,5/8/2019 19:21,Ativo
40,PORTO,'5519953343004,/ 8648930326867878,3.9,0,20,5/5/2019,10.115.226.51,'89555408400003836357,1.837.526,1.6,5/8/2019 20:04,Ativo
41,PORTO,'5519953342929,/ 8648930326761478,3.9,0,20,8/5/2019,10.115.179.63,'89555408400003836373,1.842.973,1.54,5/8/2019 17:27,Ativo
42,PORTO,'5519953342831,/ 8648930326761178,3.9,0,20,7/5/2019,10.115.144.183,'89555408400003836639,1.794.751,2.03,5/8/2019 20:57,Ativo
43,PORTO,'5519953342642,/ 8648930326771478,3.9,0,20,8/5/2019,10.115.182.53,'89555408400003836365,1.784.078,2.16,5/8/2019 21:28,Ativo
44,PORTO,'5519953334669,/ 8648930326863378,3.9,0,20,13/5/2019,10.115.139.169,'89555408400003837801,1.834.487,1.64,5/8/2019 16:05,Ativo
45,PORTO,'5519953334599,/ 8648930326758978,3.9,0,20,10/5/2019,10.115.51.103,'89555408400003837397,1.845.062,1.52,5/8/2019 15:10,Ativo
46,PORTO,'5519953333715,/ 8648930326867278,3.9,0,20,13/5/2019,10.115.117.52,'89555408400003837710,18.421,1.55,5/8/2019 16:43,Ativo
47,PORTO,'5519953333264,/ 8648930349388378,3.9,0,20,13/5/2019,10.115.64.81,'89555408400003838742,1.996.511,0.03,5/8/2019 19:27,Ativo
48,PORTO,'5519953333115,/ 8648930326758178,3.9,0,20,7/5/2019,10.115.214.18,'89555408400003836399,1.842.732,1.55,5/8/2019 17:47,Ativo
49,PORTO,'5519953332350,/ 8648930326911678,3.9,0,20,5/5/2019,10.115.130.60,'89555408400003838676,182.524,1.72,5/8/2019 18:11,Ativo
50,PORTO,'5519953331600,/ 8648930326913478,3.9,0,20,3/5/2019,10.115.90.108,'89555408400003838445,1.753.569,2.45,5/8/2019 21:13,Ativo
51,PORTO,'5519953329944,/ 8648930326909078,3.9,0,20,7/5/2019,10.115.187.161,'89555408400003837884,1.716.929,2.82,5/8/2019 21:26,Ativo
52,PORTO,'5519953329798,/ 8648930345862778,3.9,0,20,13/5/2019,10.115.204.205,'89555408400003836951,1.800.412,1.97,5/8/2019 20:24,Ativo
53,PORTO,'5519953329554,/ 8648930326865478,3.9,0,20,3/5/2019,10.115.207.128,'89555408400003838429,1.854.862,1.43,5/8/2019 17:25,Ativo
54,PORTO,'5519953329521,/ 8648930326765778,3.9,0,20,13/5/2019,10.115.206.59,'89555408400003836308,1.664.984,3.33,5/8/2019 20:54,Ativo
55,PORTO,'5519953329483,/ 8648930326869378,3.9,0,20,5/5/2019,10.115.249.208,'89555408400003838726,184.051,1.57,5/8/2019 19:29,Ativo
56,PORTO,'5519953329354,/ 8648930326765478,3.9,0,20,13/5/2019,10.115.251.243,'89555408400003836290,1.796.551,2.01,5/8/2019 17:58,Ativo
57,PORTO,'5519953329203,/ 8648930326906978,3.9,0,20,5/5/2019,10.115.98.1,'89555408400003836324,1.882.863,1.15,5/8/2019 17:15,Ativo
58,PORTO,'5519953328829,/ 8648930326907578,3.9,0,20,13/5/2019,10.115.181.177,'89555408400003838668,1.829.445,1.68,5/8/2019 15:05,Ativo
59,PORTO,'5519953328679,/ 8648930326767178,3.9,0,20,13/5/2019,10.115.155.9,'89555408400003838569,1.830.088,1.69,5/8/2019 19:12,Ativo
60,PORTO,'5519953328639,/ 3551260798830178,3.9,0,20,13/5/2019,10.115.236.94,'89555408400003837736,1.812.882,1.86,5/8/2019 19:55,Ativo
61,PORTO,'5519953328517,/ 8648930326765178,3.9,0,20,13/5/2019,10.115.209.194,'89555408400003837751,1.803.972,1.94,5/8/2019 15:24,Ativo
62,PORTO,'5519953328427,/ 8648930326919578,3.9,0,20,7/5/2019,10.115.117.21,'89555408400003837868,1.735.526,2.63,5/8/2019 20:13,Ativo
63,PORTO,'5519953328370,/ 8648930326912178,3.9,0,20,10/5/2019,10.115.224.121,'89555408400003838478,1.760.828,2.37,5/8/2019 15:19,Ativo
64,PORTO,'5519953328287,/ 3516080838265778,3.9,0,20,13/5/2019,10.115.244.115,'89555408400003837561,1.971.662,0.28,5/8/2019 21:00,Ativo
65,PORTO,'5519953328249,/ 8648930326759278,3.9,0,20,13/5/2019,10.115.189.222,'89555408400003837819,1.767.708,2.3,5/8/2019 15:15,Ativo
66,PORTO,'5519953328246,/ 8648930326769178,3.9,0,20,10/5/2019,10.115.45.235,'89555408400003836837,1.843.201,1.54,5/8/2019 20:39,Ativo
67,PORTO,'5519953328235,/ 8648930326922478,3.9,0,20,13/5/2019,10.115.164.87,'89555408400003837793,178.894,2.09,5/8/2019 19:43,Ativo
68,PORTO,'5519953328229,/ 8648930326909278,3.9,0,20,13/5/2019,10.115.128.147,'89555408400003838692,1.843.141,1.54,5/8/2019 20:04,Ativo
69,PORTO,'5519953328123,/ 8648930326868178,3.9,0,20,13/5/2019,10.115.170.242,'89555408400003837744,1.852.424,1.46,5/8/2019 19:25,Ativo
70,PORTO,'5519953328112,/ 8648930345863978,3.9,0,20,13/5/2019,10.115.134.182,'89555408400003837629,1.765.199,2.33,5/8/2019 16:04,Ativo
71,PORTO,'5519953328111,/ 8648930326869978,3.9,0,20,13/5/2019,10.115.199.146,'89555408400003838734,1.825.947,1.73,5/8/2019 20:52,Ativo
72,PORTO,'5519953327973,/ 8648930326911378,3.9,0,20,3/5/2019,10.115.128.154,'89555408400003836217,1.823.053,1.75,5/8/2019 19:28,Ativo
73,PORTO,'5519953327969,/ 8648930326905178,3.9,0,20,13/5/2019,10.115.225.212,'89555408400003837496,1.687.195,3.11,5/8/2019 19:34,Ativo
74,PORTO,'5519953327940,/ 8648930326770078,3.9,0,20,8/5/2019,10.115.214.247,'89555408400003836647,1.924.712,0.75,5/8/2019 16:21,Ativo
75,PORTO,'5519953327932,/ 3551260760425778,3.9,0,20,13/5/2019,10.115.101.110,'89555408400003837603,1.821.781,1.78,5/8/2019 21:01,Ativo
76,PORTO,'5519953327931,/ 8648930326770378,3.9,0,20,10/5/2019,10.115.64.120,'89555408400003838593,1.856.161,1.41,5/8/2019 19:44,Ativo
77,PORTO,'5519953327884,/ 8648930326912478,3.9,0,20,13/5/2019,10.115.75.236,'89555408400003836332,1.959.194,0.41,5/8/2019 20:11,Ativo
78,PORTO,'5519953327873,/ 8648930326906078,3.9,0,20,3/5/2019,10.115.124.47,'89555408400003836381,1.813.823,1.84,5/8/2019 17:14,Ativo
79,PORTO,'5519953327870,/ 3551260781349478,3.9,0,20,6/5/2019,10.115.248.68,'89555408400003838411,1.807.327,1.93,5/8/2019 21:00,Ativo
80,PORTO,'5519953327851,/ 8648930326867578,3.9,0,20,7/5/2019,10.115.199.91,'89555408400003838452,1.790.129,2.08,5/8/2019 18:11,Ativo
81,PORTO,'5519953327850,/ 8648930345779878,3.9,0,20,13/5/2019,10.115.41.205,'89555408400003836985,1.813.158,1.85,5/8/2019 19:42,Ativo
82,PORTO,'5519953327846,/ 8648930326918878,3.9,0,20,13/5/2019,10.115.104.178,'89555408400003837777,1.610.351,3.88,5/8/2019 14:28,Ativo
83,PORTO,'5519953327840,/ 8648930326906378,3.9,0,20,7/5/2019,10.115.220.16,'89555408400003836266,1.793.383,2.05,5/8/2019 18:33,Ativo
84,PORTO,'5519953327809,/ 8648930326909578,3.9,0,20,7/5/2019,10.115.104.83,'89555408400003837876,1.767.288,2.31,5/8/2019 16:51,Ativo
85,PORTO,'5519953327777,/ 8648930326920878,3.9,0,20,3/5/2019,10.115.197.98,'89555408400003837538,1.755.877,2.43,5/8/2019 21:30,Ativo
86,PORTO,'5519953327757,/ 8648930326913878,3.9,0,20,3/5/2019,10.115.48.250,'89555408400003837637,1.822.276,1.75,5/8/2019 17:03,Ativo
87,PORTO,'5519953327677,/ 8648930326772078,3.9,0,20,7/5/2019,10.115.228.122,'89555408400003837702,1.953.056,0.47,5/8/2019 15:29,Ativo
88,PORTO,'5519953327602,/ 3551260798466478,3.9,0,20,13/5/2019,10.115.241.187,'89555408400003837728,20,0,25/7/2019 09:01,Ativo
89,PORTO,'5519953327562,/ 8648930326921078,3.9,0,20,13/5/2019,10.115.123.118,'89555408400003838627,1.756.063,2.42,5/8/2019 16:03,Ativo
90,PORTO,'5519953327413,/ 8648930345778378,3.9,0,20,13/5/2019,10.115.56.11,'89555408400003838759,1.835.659,1.63,5/8/2019 18:40,Ativo
91,PORTO,'5519953327330,/ 8648930326905778,3.9,0,20,5/5/2019,10.115.144.78,'89555408400003837785,1.733.512,2.65,5/8/2019 15:39,Ativo
92,PORTO,'5519953327282,/ 8648930326864578,3.9,0,20,13/5/2019,10.115.136.227,'89555408400003837843,1.796.817,2.01,5/8/2019 20:27,Ativo
93,PORTO,'5519953327254,/ 3551260727420578,3.9,0,20,13/5/2019,10.115.201.211,'89555408400003836225,1.918.145,0.82,5/8/2019 18:00,Ativo
94,PORTO,'5519953327224,/ 8648930326920178,3.9,0,20,3/5/2019,10.115.100.15,'89555408400003836407,20,0,3/7/2019 20:52,Ativo
95,PORTO,'5519953326259,/ 3551260764365978,3.9,0,20,6/5/2019,10.115.216.233,'89555408400003838700,1.754.278,2.45,5/8/2019 21:00,Ativo
96,PORTO,'5519953321277,/ 8648930345776778,3.9,0,20,17/5/2019,10.115.220.150,'89555408400003463533,1.847.176,1.5,5/8/2019 20:22,Ativo
97,PORTO,'5519953321160,/ 8648930345767478,3.9,0,20,21/5/2019,10.115.96.173,'89555408400003463541,1.995.987,0.04,5/8/2019 20:46,Ativo
98,PORTO,'5519953320030,/ 8648930345864178,3.9,0,20,18/5/2019,10.115.166.50,'89555408400003463103,1.702.666,2.96,5/8/2019 19:15,Ativo
99,PORTO,'5519953319598,/ 8648930345809678,3.9,0,20,21/5/2019,10.115.96.174,'89555408400003463558,1.865.789,1.33,5/8/2019 16:43,Ativo
100,PORTO,'5519953319597,/ 8648930345765378,3.9,0,20,23/5/2019,10.115.96.177,'89555408400003463566,1.839.826,1.58,5/8/2019 16:04,Ativo
101,PORTO,'5519953319574,/ 8648930345775578,3.9,0,20,25/5/2019,10.115.96.181,'89555408400003463574,1.867.711,1.31,5/8/2019 18:35,Ativo
102,PORTO,'5519953319573,/ 8648930345851978,3.9,0,20,28/5/2019,10.115.96.185,'89555408400003463582,18.798,1.2,5/8/2019 20:36,Ativo
103,PORTO,'5519953319522,/ 8648930345806378,3.9,0,20,25/5/2019,10.115.96.190,'89555408400003463590,1.917.623,0.82,5/8/2019 17:55,Ativo
104,PORTO,'5519953319512,/ 8648930345775178,3.9,0,20,23/5/2019,10.115.96.197,'89555408400003463608,1.834.594,1.63,5/8/2019 20:02,Ativo
105,PORTO,'5519953319505,/ 8648930345765178,3.9,0,20,22/5/2019,10.115.96.204,'89555408400003463616,1.833.658,1.64,5/8/2019 19:29,Ativo
106,PORTO,'5519953319504,/ 8648930345800178,3.9,0,20,23/5/2019,10.115.96.212,'89555408400003463624,1.827.555,1.71,5/8/2019 20:55,Ativo
107,PORTO,'5519953319486,/ 8648930345768378,3.9,0,20,29/5/2019,10.115.139.231,'89555408400003463632,20,0,30/5/2019 19:29,Ativo
108,PORTO,'5519953319466,/ 8648930345800478,3.9,0,20,18/5/2019,10.115.199.161,'89555408400003463111,1.829.472,1.68,5/8/2019 19:50,Ativo
109,PORTO,'5519953319331,/ 8648930345863078,3.9,0,20,18/5/2019,10.115.188.17,'89555408400003463129,1.777.345,2.21,5/8/2019 19:57,Ativo
110,PORTO,'5519953319257,/ 8648930345766578,3.9,0,20,31/5/2019,10.115.96.220,'89555408400003463764,1.809.502,1.88,5/8/2019 18:06,Ativo
111,PORTO,'5519953319209,/ 8648930345864278,3.9,0,20,22/5/2019,10.115.96.222,'89555408400003463772,1.691.561,3.07,5/8/2019 16:56,Ativo
112,PORTO,'5519953319201,/ 8648930345807478,3.9,0,20,18/5/2019,10.115.65.54,'89555408400003463137,1.590.655,4.08,5/8/2019 21:00,Ativo
113,PORTO,'5519953319196,/ 8648930345868578,3.9,0,20,22/5/2019,10.115.96.224,'89555408400003463780,1.848.912,1.49,5/8/2019 21:01,Ativo
114,PORTO,'5519953319195,/ 8648930345802778,3.9,0,20,18/5/2019,10.115.236.127,'89555408400003463145,1.823.638,1.74,5/8/2019 21:14,Ativo
115,PORTO,'5519953319173,/ 3520280974434878,3.9,0,20,18/5/2019,10.115.185.53,'89555408400003463152,1.815.194,1.85,5/8/2019 21:00,Ativo
116,PORTO,'5519953319156,/ 8648930345765678,3.9,0,20,18/5/2019,10.115.184.112,'89555408400003463160,1.864.028,1.34,5/8/2019 14:41,Ativo
117,PORTO,'5519953319148,/ 8648930345850578,3.9,0,20,18/5/2019,10.115.236.108,'89555408400003463178,181.094,1.87,5/8/2019 18:28,Ativo
118,PORTO,'5519953319135,/ 8648930345800778,3.9,0,20,18/5/2019,10.115.250.54,'89555408400003463186,1.820.532,1.77,5/8/2019 18:50,Ativo
119,PORTO,'5519953319129,/ 8648930345807978,3.9,0,20,22/5/2019,10.115.245.140,'89555408400003463798,1.778.434,2.19,5/8/2019 21:28,Ativo
120,PORTO,'5519953319103,/ 8648930345808978,3.9,0,20,22/5/2019,10.115.38.95,'89555408400003463806,1.752.534,2.45,5/8/2019 19:57,Ativo
121,PORTO,'5519953319088,/ 3551260729131078,3.9,0,20,31/5/2019,10.115.134.162,'89555408400003463194,20,0,4/7/2019 11:03,Ativo
122,PORTO,'5519953319030,/ 8648930345871278,3.9,0,20,24/5/2019,10.115.197.237,'89555408400003463202,1.839.142,1.59,5/8/2019 21:20,Ativo
123,PORTO,'5519953318967,/ 3551260748546978,3.9,0,20,30/5/2019,10.115.82.192,'89555408400003463210,1.802.349,1.97,5/8/2019 21:00,Ativo
124,PORTO,'5519953317549,/ 3551260795269778,3.9,0,20,27/5/2019,10.115.153.177,'89555408400003463228,172.061,2.78,5/8/2019 21:21,Ativo
125,PORTO,'5519953317526,/ 8648930345868278,3.9,0,20,22/5/2019,10.115.142.124,'89555408400003463236,20,0,22/5/2019 22:39,Ativo
126,PORTO,'5519953313703,/ 8648930345811478,3.9,0,20,22/5/2019,10.115.136.172,'89555408400003463244,20,0,22/5/2019 22:25,Ativo
127,PORTO,'5519953311858,/ 8648930345870678,3.9,0,20,22/5/2019,10.115.160.95,'89555408400003463251,20,0,22/5/2019 22:20,Ativo
128,PORTO,'5519953309965,/ 8648930345864478,3.9,0,20,22/5/2019,10.115.220.243,'89555408400003463269,20,0,22/5/2019 22:00,Ativo
129,PORTO,'5519953309770,/ 8648930345808078,3.9,0,20,22/5/2019,10.115.87.236,'89555408400003463277,1.847.009,1.51,5/8/2019 20:40,Ativo
130,PORTO,'5519953309364,/ 8648930345866578,3.9,0,20,21/5/2019,10.115.98.106,'89555408400003463285,1.799.847,1.98,5/8/2019 18:16,Ativo
131,PORTO,'5519953299669,/ 8648930345766378,3.9,0,20,21/5/2019,10.115.47.145,'89555408400003463293,1.822.728,1.75,5/8/2019 14:51,Ativo
132,PORTO,'5519953284468,/ 8648930329705078,3.9,0,20,3/6/2019,10.115.207.96,'89555408400003462139,1.914.973,0.85,5/8/2019 20:18,Ativo
133,PORTO,'5519953284320,/ 8648930345765978,3.9,0,20,23/5/2019,10.115.41.45,'89555408400003462147,20,0,23/5/2019 17:49,Ativo
134,PORTO,'5519953284108,/ 8648930345808878,3.9,0,20,27/5/2019,10.115.8.99,'89555408400003462154,1.822.167,1.76,5/8/2019 19:14,Ativo
135,PORTO,'5519953242105,/ 3551260790242078,3.9,0,20,13/5/2019,10.115.113.174,'89555408400003837660,1.792.887,2.06,5/8/2019 20:00,Ativo
136,PORTO,'5519953216890,/ 8648930345768678,3.9,0,20,23/5/2019,10.115.8.16,'89555408400003462162,1.617.391,3.81,5/8/2019 20:16,Ativo
137,PORTO,'5519953215633,/ 8648930329631778,3.9,0,20,1/6/2019,10.115.122.91,'89555408400003462170,1.795.109,2.03,5/8/2019 18:38,Ativo
138,PORTO,'5519953214798,/ 3569760030209500,3.9,0,20,3/6/2019,10.115.212.90,'89555408400003462188,1.916.488,0.84,5/8/2019 21:23,Ativo
139,PORTO,'5519953212106,/ 8648930349389278,3.9,0,20,2/8/2019,10.115.90.124,'89555408400001751400,1.996.711,0.03,5/8/2019 19:40,Ativo
140,PORTO,'5519953210908,/ 8648930326764178,3.9,0,20,13/5/2019,10.115.235.203,'89555408400003838643,1.827.347,1.7,5/8/2019 20:50,Ativo
141,PORTO,'5519953210594,/ 3551260778179278,3.9,0,20,13/5/2019,10.115.151.85,'89555408400003837280,1.799.401,2,5/8/2019 21:01,Ativo
142,PORTO,'5519953210178,,3.9,0,20,13/5/2019,10.115.129.73,'89555408400003838601,20,0,17/1/2019 13:21,Ativo
143,PORTO,'5518976049553,/ 3551260708171578,3.9,0,20,27/5/2019,10.115.152.175,'89555408400003462196,176.676,2.32,5/8/2019 21:00,Ativo
144,PORTO,'5518976049382,/ 8648930345804578,3.9,0,20,22/5/2019,10.115.119.215,'89555408400003463301,1.851.375,1.46,5/8/2019 20:57,Ativo
145,PORTO,'5518976049307,/ 8648930329609278,3.9,0,20,18/5/2019,10.115.105.254,'89555408400003463038,17.547,2.44,5/8/2019 21:29,Ativo
146,PORTO,'5518976049239,/ 3520280989034878,3.9,0,20,15/6/2019,10.115.87.199,'89555408400003462204,20,0,31/7/2019 11:25,Ativo
147,PORTO,'5518976049231,/ 8648930345863378,3.9,0,20,17/5/2019,10.115.139.69,'89555408400003463046,1.735.659,2.62,5/8/2019 18:12,Ativo
148,PORTO,'5518976049065,,3.9,0,20,15/6/2019,10.115.113.66,'89555408400003462212,20,0,13/7/2018 17:40,Ativo
149,PORTO,'5518976048936,/ 8648930345806778,3.9,0,20,18/5/2019,10.115.79.254,'89555408400003463053,1.742.853,2.55,5/8/2019 18:44,Ativo
150,PORTO,'5518976048709,/ 8648930345870378,3.9,0,20,18/5/2019,10.115.45.214,'89555408400003463061,184.186,1.57,5/8/2019 20:53,Ativo
151,PORTO,'5518976048634,/ 8648930329704178,3.9,0,20,30/5/2019,10.115.212.240,'89555408400003462220,1.755.585,2.44,5/8/2019 21:12,Ativo
152,PORTO,'5518976048531,/ 8648930345776478,3.9,0,20,18/5/2019,10.115.245.3,'89555408400003463079,1.784.374,2.14,5/8/2019 18:46,Ativo
153,PORTO,'5518976048228,/ 8648930345861778,3.9,0,20,18/5/2019,10.115.156.131,'89555408400003463087,1.823.113,1.75,5/8/2019 13:35,Ativo
154,PORTO,'5516976042861,/ 8648930345787778,3.9,0,20,22/5/2019,10.115.161.5,'89555408400003463319,20,0,22/5/2019 09:18,Ativo
155,PORTO,'5516976042169,/ 8648930345768678,3.9,0,20,22/5/2019,10.115.104.248,'89555408400003463327,20,0,22/5/2019 09:16,Ativo
156,PORTO,'5516976042095,/ 8648930345765778,3.9,0,20,23/5/2019,10.115.96.229,'89555408400003463335,20,0,23/5/2019 07:14,Ativo
157,PORTO,'5516976041833,/ 8918880209988778,3.9,0,20,23/5/2019,10.115.39.79,'89555408400003463343,1.711.166,2.88,5/8/2019 21:00,Ativo
158,PORTO,'5516976041645,/ 8648930329615078,3.9,0,20,23/5/2019,10.115.33.235,'89555408400003463350,20,0,1/6/2019 06:07,Ativo
159,PORTO,'5516976041634,,3.9,0,20,15/6/2019,10.115.237.140,'89555408400003463368,20,0,28/6/2018 14:56,Ativo
160,PORTO,'5513976044026,/ 3551260767231278,3.9,0,20,30/5/2019,10.115.246.196,'89555408400003462238,1.819.862,1.8,5/8/2019 21:17,Ativo
161,PORTO,'5513976043525,/ 3551260714641578,3.9,0,20,29/5/2019,10.115.208.169,'89555408400003462246,1.962.032,0.38,5/8/2019 15:37,Ativo
162,PORTO,'5513976042370,/ 8648930345775778,3.9,0,20,23/5/2019,10.115.196.183,'89555408400003462253,185.005,1.49,5/8/2019 21:03,Ativo
163,PORTO,'5513976042293,/ 8648930345866178,3.9,0,20,23/5/2019,10.115.71.88,'89555408400003462261,1.732.531,2.67,5/8/2019 18:43,Ativo
164,PORTO,'5513955479763,/ 8648930345862178,3.9,0,20,23/5/2019,10.115.198.160,'89555408400003463376,1.727.519,2.71,5/8/2019 17:28,Ativo
165,PORTO,'5513955479749,/ 8648930345777778,3.9,0,20,23/5/2019,10.115.237.149,'89555408400003463384,1.808.372,1.89,5/8/2019 19:38,Ativo
166,PORTO,'5513955479710,/ 8648930329652278,3.9,0,20,18/5/2019,10.115.6.137,'89555408400003463392,1.820.541,1.77,5/8/2019 19:14,Ativo
167,PORTO,'5513955479043,/ 8648930329704078,3.9,0,20,18/5/2019,10.115.106.109,'89555408400003463400,1.797.399,2,5/8/2019 20:52,Ativo
168,PORTO,'5513955478789,/ 8648930329610478,3.9,0,20,18/5/2019,10.115.173.134,'89555408400003463418,1.864.677,1.35,5/8/2019 11:15,Ativo
169,PORTO,'5513955478081,/ 8648930345862678,3.9,0,20,23/5/2019,10.115.193.173,'89555408400003462279,1.861.526,1.36,5/8/2019 16:07,Ativo
170,PORTO,'5513955478018,/ 8648930329704478,3.9,0,20,1/6/2019,10.115.248.109,'89555408400003462287,1.821.874,1.77,5/8/2019 21:24,Ativo
171,PORTO,'5513955477926,/ 3551260779054578,3.9,0,20,29/5/2019,10.115.176.181,'89555408400003462295,1.691.908,3.06,5/8/2019 18:00,Ativo
172,PORTO,'5513955477490,/ 3551260701680878,3.9,0,20,31/5/2019,10.115.166.93,'89555408400003462303,1.752.972,2.46,5/8/2019 21:00,Ativo
173,PORTO,'5513955477467,/ 3551260777615578,3.9,0,20,29/5/2019,10.115.232.40,'89555408400003462311,1.759.258,2.4,5/8/2019 20:36,Ativo
174,PORTO,'5513955477248,/ 3567690882471878,3.9,0,20,31/5/2019,10.115.250.246,'89555408400003462329,1.924.532,0.75,5/8/2019 11:09,Ativo
175,PORTO,'5513955477237,/ 3553710294387701,3.9,0,20,3/6/2019,10.115.98.80,'89555408400003462337,190.981,0.9,5/8/2019 17:43,Ativo
176,PORTO,'5513955477064,/ 3553710291078801,3.9,0,20,4/6/2019,10.115.118.150,'89555408400003462345,20,0,7/6/2019 10:30,Ativo
177,PORTO,'5513955476935,/ 3553710294515901,3.9,0,20,4/6/2019,10.115.179.88,'89555408400003462352,1.829.001,1.71,5/8/2019 19:05,Ativo
178,PORTO,'5513955476912,/ 8648930329617678,3.9,0,20,1/6/2019,10.115.41.181,'89555408400003462360,1.850.403,1.47,5/8/2019 14:27,Ativo
179,PORTO,'5513955476861,/ 8648930345766878,3.9,0,20,18/5/2019,10.115.105.158,'89555408400003462378,1.826.553,1.71,5/8/2019 17:53,Ativo
180,PORTO,'5513955476851,/ 8648930345860978,3.9,0,20,18/5/2019,10.115.174.101,'89555408400003462386,1.684.942,3.13,5/8/2019 21:30,Ativo
181,PORTO,'5513955476801,/ 8648930345870978,3.9,0,20,18/5/2019,10.115.145.137,'89555408400003462394,1.841.806,1.56,5/8/2019 17:40,Ativo
182,PORTO,'5513955476753,/ 8648930345802478,3.9,0,20,18/5/2019,10.115.83.106,'89555408400003462402,1.733.984,2.64,5/8/2019 19:16,Ativo
183,PORTO,'5513955476682,/ 8648930345803178,3.9,0,20,18/5/2019,10.115.233.184,'89555408400003462410,1.800.984,1.97,5/8/2019 16:46,Ativo
184,PORTO,'5513955476606,/ 8648930345866278,3.9,0,20,18/5/2019,10.115.227.238,'89555408400003462428,1.848.197,1.49,5/8/2019 15:16,Ativo
185,PORTO,'5513955476279,/ 8648930345802178,3.9,0,20,17/5/2019,10.115.49.171,'89555408400003462436,1.752.693,2.45,5/8/2019 20:00,Ativo
186,PORTO,'5513955475937,/ 3531360800364778,3.9,0,20,15/6/2019,10.115.243.116,'89555408400003462444,20,0,16/11/2018 13:36,Ativo
187,PORTO,'5513955475916,/ 8648930345800878,3.9,0,20,18/5/2019,10.115.255.54,'89555408400003462451,1.759.139,2.39,5/8/2019 15:46,Ativo
188,PORTO,'5513955475363,/ 8648930329701978,3.9,0,20,1/6/2019,10.115.87.157,'89555408400003462469,1.801.468,1.96,5/8/2019 20:48,Ativo
189,PORTO,'5513955473447,/ 3548680632322301,3.9,0,20,3/6/2019,10.115.123.76,'89555408400003462477,20,0,8/6/2019 01:56,Ativo
190,PORTO,'5513955469684,/ 3551330112963107,5,0,20,28/3/2018,10.115.28.91,'89555408400000504628,1.973.012,0.27,5/8/2019 21:30,Ativo
191,PORTO,'5513955469676,/ 3572490188179707,5,0,20,28/3/2018,10.115.33.168,'89555408400000503455,1.955.119,0.45,5/8/2019 21:09,Ativo
192,PORTO,'5513955469660,/ 3551330123336607,5,0,20,28/3/2018,10.115.33.60,'89555408400000503729,1.966.855,0.33,5/8/2019 21:16,Ativo
193,PORTO,'5513955469659,/ 3572490186836707,5,0,20,28/3/2018,10.115.12.232,'89555408400000504933,20,0,29/7/2019 17:22,Ativo
194,PORTO,'5513955469642,/ 3551330149736607,5,0,20,28/3/2018,10.115.7.128,'89555408400000503869,1.980.438,0.2,5/8/2019 17:12,Ativo
195,PORTO,'5513955469595,/ 3538570180790807,5,0,20,28/3/2018,10.115.15.20,'89555408400000504537,1.985.567,0.14,5/8/2019 21:27,Ativo
196,PORTO,'5513955469590,/ 3551330154095207,5,0,20,28/3/2018,10.115.34.83,'89555408400000503836,1.980.294,0.2,5/8/2019 21:11,Ativo
197,PORTO,'5513955469565,/ 8648930345812378,3.9,0,20,24/5/2019,10.115.94.155,'89555408400003463525,1.762.389,2.36,5/8/2019 21:30,Ativo
198,PORTO,'5513955469551,/ 3551330130590007,5,0,20,28/3/2018,10.115.5.229,'89555408400000504172,1.980.498,0.19,5/8/2019 21:17,Ativo
199,PORTO,'5513955469546,/ 3551330108406907,5,0,20,28/3/2018,10.115.4.55,'89555408400000503539,1.968.051,0.32,5/8/2019 21:30,Ativo
200,PORTO,'5513955469529,/ 3551330118076707,5,0,20,28/3/2018,10.115.29.149,'89555408400000504545,1.907.998,0.92,5/8/2019 10:17,Ativo
201,PORTO,'5513955469512,/ 3551330137541607,5,0,20,28/3/2018,10.115.14.218,'89555408400000504206,1.926.806,0.73,5/8/2019 21:15,Ativo
202,PORTO,'5513955469509,/ 3551330125850507,5,0,20,28/3/2018,10.115.40.47,'89555408400000505013,1.965.353,0.35,5/8/2019 21:11,Ativo
203,PORTO,'5513955469507,/ 3572490181186807,5,0,20,28/3/2018,10.115.13.72,'89555408400000504362,1.984.846,0.15,5/8/2019 21:05,Ativo
204,PORTO,'5513955469488,/ 3551330121726107,5,0,20,28/3/2018,10.115.29.21,'89555408400000504735,1.967.278,0.33,5/8/2019 21:00,Ativo
205,PORTO,'5513955469484,/ 3564300738708978,5,0,20,28/3/2018,10.115.14.204,'89555408400000504354,20,0,26/7/2019 17:24,Ativo
206,PORTO,'5513955469461,/ 3551330123136307,5,0,20,28/3/2018,10.115.8.13,'89555408400000503125,1.988.819,0.11,5/8/2019 20:52,Ativo
